Período de referência dos dados,Localização geográfica (Região agrária),Espécie,Superfície das principais culturas agrícolas (ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produção das principais culturas agrícolas (t) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produtividade das principais culturas agrícolas (kg/ ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) 
2003,Portugal,Beterraba,7493,484149,64612
2003,Portugal,Lúpulo,24,35,1458
2003,Portugal,Culturas hortícolas,,,
2003,Portugal,Tomate fresco,,,
2003,Portugal,Alface,,,
2003,Portugal,Feijão-verde,,,
2003,Portugal,Cebola,,,
2003,Portugal,Cenoura,,,
2003,Portugal,Pimento,,,
2003,Portugal,Ervilha,,,
2003,Portugal,Fava,,,
2003,Portugal,Melão,,,
2003,Portugal,Melancia,,,
2003,Portugal,Morango,,,
2003,Portugal,Couve-flor,,,
2003,Portugal,Couve-brócolo,,,
2003,Portugal,Couve-repolho,,,
2003,Portugal,Couve-tronchuda,,,
2003,Portugal,Couve-lombardo,,,
2003,Portugal,Grelos (nabo e couve),,,
2003,Portugal,Alho,,,
2003,Portugal,Alho-porro,,,
2003,Portugal,Courgette,,,
2003,Portugal,Espinafre,,,
2003,Portugal,Nabo,,,
2003,Portugal,Abóbora (inclui butternut),,,
2003,Portugal,Outras hortícolas,,,
2003,Portugal,Principais culturas forrageiras,,,
2003,Portugal,Milho forrageiro,,,
2003,Portugal,Aveia forrageira,,,
2003,Portugal,Principais frutos frescos,52386,470324,8978
2003,Portugal,Pêra,12122,88975,7340
2003,Portugal,Maçã,19071,284971,14942
2003,Portugal,Pêssego,5892,52641,8935
2003,Portugal,Cereja,5540,13930,2514
2003,Portugal,Ameixa,1856,16022,8633
2003,Portugal,Damasco,522,4167,7990
2003,Portugal,Diospiro,199,2991,15016
2003,Portugal,Figo,6548,3360,513
2003,Portugal,Ginja,40,49,1235
2003,Portugal,Marmelo,254,2060,8100
2003,Portugal,Nespera,233,749,3213
2003,Portugal,Romã,109,409,3752
2003,Portugal,Frutos pequenos de baga,,,
2003,Portugal,Amoras,,,
2003,Portugal,Framboesas,,,
2003,Portugal,Groselha,,,
2003,Portugal,Mirtilos,,,
2003,Portugal,Principais frutos subtropicais,2429,44340,18251
2003,Portugal,Kiwi,1165,13715,11768
2003,Portugal,Banana,1199,28975,24166
2003,Portugal,Ananás,65,1650,25385
2003,Portugal,Abacate,,,
2003,Portugal,Citrinos,26844,344856,12846
2003,Portugal,Laranja,20758,267936,12908
2003,Portugal,Tangerina,4685,59607,12723
2003,Portugal,Limão,993,13093,13185
2003,Portugal,Tangera,376,3961,10544
2003,Portugal,Toranja,33,258,7816
2003,Portugal,Principais frutos de casca rija,69297,53309,769
2003,Portugal,Amêndoa,34711,13817,398
2003,Portugal,Castanha,31096,34808,1119
2003,Portugal,Noz,2876,4096,1424
2003,Portugal,Avelã,613,588,959
2003,Portugal,Vinha,213385,994287,4660
2003,Portugal,Uva para vinho,208570,953209,4570
2003,Portugal,Uva para vinho (DOP),,,
2003,Portugal,Uva para vinho (IGP),,,
2003,Portugal,Uva para vinho (Vinhos sem certificação),,,
2003,Portugal,Uva de mesa,4815,41079,8531
2003,Portugal,Olival,350064,243865,697
2003,Portugal,Azeitona de mesa,10192,10919,1071
2003,Portugal,Azeitona para azeite,339872,232947,685
2003,Alentejo,Cereais para grão,241945,392836,1624
2003,Alentejo,Trigo,154829,122971,794
2003,Alentejo,Trigo mole,14958,16407,1097
2003,Alentejo,Trigo duro,139871,106564,762
2003,Alentejo,Centeio,297,110,370
2003,Alentejo,Aveia,37075,26271,709
2003,Alentejo,Cevada,7438,8141,1095
2003,Alentejo,Triticale,11423,9479,830
2003,Alentejo,Milho,21131,166098,7860
2003,Alentejo,Milho regadio,20765,165896,7989
2003,Alentejo,Milho sequeiro,366,202,552
2003,Alentejo,Arroz,9752,59766,6129
2003,Alentejo,Principais leguminosas secas,2193,1075,490
2003,Alentejo,Feijão,143,121,846
2003,Alentejo,Grão-de-bico,2050,954,465
2003,Alentejo,Batata,1614,19172,11879
2003,Alentejo,Batata de regadio,987,14519,14710
2003,Alentejo,Batata de sequeiro,627,4653,7421
2003,Alentejo,Principais culturas para indústria,42402,429077,10119
2003,Alentejo,Tomate para indústria,2588,166783,64445
2003,Alentejo,Girassol,35889,17826,497
2003,Alentejo,Tabaco,384,1106,2883
2003,Alentejo,Beterraba,3541,243361,68719
2003,Alentejo,Lúpulo,0,0,
2003,Alentejo,Culturas hortícolas,,,
2003,Alentejo,Tomate fresco,,,
2003,Alentejo,Alface,,,
2003,Alentejo,Feijão-verde,,,
2003,Alentejo,Cebola,,,
2003,Alentejo,Cenoura,,,
2003,Alentejo,Pimento,,,
2003,Alentejo,Ervilha,,,
2003,Alentejo,Fava,,,
2003,Alentejo,Melão,,,
2003,Alentejo,Melancia,,,
2003,Alentejo,Morango,,,
2003,Alentejo,Couve-flor,,,
2003,Alentejo,Couve-brócolo,,,
2003,Alentejo,Couve-repolho,,,
2003,Alentejo,Couve-tronchuda,,,
2003,Alentejo,Couve-lombardo,,,
2003,Alentejo,Grelos (nabo e couve),,,
2003,Alentejo,Alho,,,
2003,Alentejo,Alho-porro,,,
2003,Alentejo,Courgette,,,
2003,Alentejo,Espinafre,,,
2003,Alentejo,Nabo,,,
2003,Alentejo,Abóbora (inclui butternut),,,
2003,Alentejo,Outras hortícolas,,,
2003,Alentejo,Principais culturas forrageiras,,,
2003,Alentejo,Milho forrageiro,,,
2003,Alentejo,Aveia forrageira,,,
2003,Alentejo,Principais frutos frescos,2713,20438,7533
2003,Alentejo,Pêra,266,3567,13410
2003,Alentejo,Maçã,485,8097,16695
2003,Alentejo,Pêssego,579,3438,5938
2003,Alentejo,Cereja,41,44,1073
2003,Alentejo,Ameixa,461,5045,10944
2003,Alentejo,Damasco,20,40,2008
2003,Alentejo,Diospiro,1,0,0
2003,Alentejo,Figo,825,141,172
2003,Alentejo,Ginja,1,0,0
2003,Alentejo,Marmelo,29,65,2251
2003,Alentejo,Nespera,3,0,0
2003,Alentejo,Romã,2,0,0
2003,Alentejo,Frutos pequenos de baga,,,
2003,Alentejo,Amoras,,,
2003,Alentejo,Framboesas,,,
2003,Alentejo,Groselha,,,
2003,Alentejo,Mirtilos,,,
2003,Alentejo,Principais frutos subtropicais,4,10,2575
2003,Alentejo,Kiwi,4,10,2575
2003,Alentejo,Banana,0,0,
2003,Alentejo,Ananás,0,0,
2003,Alentejo,Abacate,,,
2003,Alentejo,Citrinos,2172,18018,8295
2003,Alentejo,Laranja,1967,16204,8238
2003,Alentejo,Tangerina,145,1514,10441
2003,Alentejo,Limão,31,178,5744
2003,Alentejo,Tangera,29,122,4197
2003,Alentejo,Toranja,0,0,
2003,Alentejo,Principais frutos de casca rija,1396,1558,1116
2003,Alentejo,Amêndoa,455,122,268
2003,Alentejo,Castanha,533,514,964
2003,Alentejo,Noz,385,894,2322
2003,Alentejo,Avelã,23,28,1217
2003,Alentejo,Vinha,21522,114068,5300
2003,Alentejo,Uva para vinho,21095,110542,5240
2003,Alentejo,Uva para vinho (DOP),,,
2003,Alentejo,Uva para vinho (IGP),,,
2003,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2003,Alentejo,Uva de mesa,427,3526,8257
2003,Alentejo,Olival,149593,88673,593
2003,Alentejo,Azeitona de mesa,2690,2534,942
2003,Alentejo,Azeitona para azeite,146903,86139,586
2003,Algarve,Cereais para grão,7188,11649,1621
2003,Algarve,Trigo,1987,1789,900
2003,Algarve,Trigo mole,1417,1173,828
2003,Algarve,Trigo duro,570,616,1081
2003,Algarve,Centeio,39,12,308
2003,Algarve,Aveia,2296,1421,619
2003,Algarve,Cevada,1268,797,629
2003,Algarve,Triticale,146,86,589
2003,Algarve,Milho,1234,6864,5562
2003,Algarve,Milho regadio,1047,6630,6332
2003,Algarve,Milho sequeiro,187,234,1251
2003,Algarve,Arroz,218,680,3119
2003,Algarve,Principais leguminosas secas,346,207,598
2003,Algarve,Feijão,215,128,595
2003,Algarve,Grão-de-bico,131,79,603
2003,Algarve,Batata,933,14696,15751
2003,Algarve,Batata de regadio,789,13832,17531
2003,Algarve,Batata de sequeiro,144,864,6000
2003,Algarve,Principais culturas para indústria,0,0,
2003,Algarve,Tomate para indústria,0,0,
2003,Algarve,Girassol,0,0,
2003,Algarve,Tabaco,0,0,
2003,Algarve,Beterraba,0,0,
2003,Algarve,Lúpulo,0,0,
2003,Algarve,Culturas hortícolas,,,
2003,Algarve,Tomate fresco,,,
2003,Algarve,Alface,,,
2003,Algarve,Feijão-verde,,,
2003,Algarve,Cebola,,,
2003,Algarve,Cenoura,,,
2003,Algarve,Pimento,,,
2003,Algarve,Ervilha,,,
2003,Algarve,Fava,,,
2003,Algarve,Melão,,,
2003,Algarve,Melancia,,,
2003,Algarve,Morango,,,
2003,Algarve,Couve-flor,,,
2003,Algarve,Couve-brócolo,,,
2003,Algarve,Couve-repolho,,,
2003,Algarve,Couve-tronchuda,,,
2003,Algarve,Couve-lombardo,,,
2003,Algarve,Grelos (nabo e couve),,,
2003,Algarve,Alho,,,
2003,Algarve,Alho-porro,,,
2003,Algarve,Courgette,,,
2003,Algarve,Espinafre,,,
2003,Algarve,Nabo,,,
2003,Algarve,Abóbora (inclui butternut),,,
2003,Algarve,Outras hortícolas,,,
2003,Algarve,Principais culturas forrageiras,,,
2003,Algarve,Milho forrageiro,,,
2003,Algarve,Aveia forrageira,,,
2003,Algarve,Principais frutos frescos,4007,13172,3287
2003,Algarve,Pêra,90,813,9033
2003,Algarve,Maçã,32,291,9094
2003,Algarve,Pêssego,364,3928,10792
2003,Algarve,Cereja,3,5,1667
2003,Algarve,Ameixa,106,1002,9457
2003,Algarve,Damasco,141,1659,11768
2003,Algarve,Diospiro,93,2514,27032
2003,Algarve,Figo,2961,2081,703
2003,Algarve,Ginja,0,0,
2003,Algarve,Marmelo,11,99,9000
2003,Algarve,Nespera,120,392,3267
2003,Algarve,Romã,86,387,4500
2003,Algarve,Frutos pequenos de baga,,,
2003,Algarve,Amoras,,,
2003,Algarve,Framboesas,,,
2003,Algarve,Groselha,,,
2003,Algarve,Mirtilos,,,
2003,Algarve,Principais frutos subtropicais,3,24,8000
2003,Algarve,Kiwi,3,24,8000
2003,Algarve,Banana,0,0,
2003,Algarve,Ananás,0,0,
2003,Algarve,Abacate,,,
2003,Algarve,Citrinos,18486,263967,14279
2003,Algarve,Laranja,13672,199743,14610
2003,Algarve,Tangerina,4118,53787,13061
2003,Algarve,Limão,389,7002,18000
2003,Algarve,Tangera,285,3207,11253
2003,Algarve,Toranja,22,228,10364
2003,Algarve,Principais frutos de casca rija,13284,1459,110
2003,Algarve,Amêndoa,13198,1292,98
2003,Algarve,Castanha,5,5,1000
2003,Algarve,Noz,81,162,2000
2003,Algarve,Avelã,0,0,
2003,Algarve,Vinha,3617,18266,5050
2003,Algarve,Uva para vinho,2184,4126,1889
2003,Algarve,Uva para vinho (DOP),,,
2003,Algarve,Uva para vinho (IGP),,,
2003,Algarve,Uva para vinho (Vinhos sem certificação),,,
2003,Algarve,Uva de mesa,1433,14140,9868
2003,Algarve,Olival,8902,4728,531
2003,Algarve,Azeitona de mesa,380,262,690
2003,Algarve,Azeitona para azeite,8522,4466,524
2002,Portugal,Cereais para grão,514921,1502830,2919
2002,Portugal,Trigo,230686,413031,1790
2002,Portugal,Trigo mole,42367,85835,2026
2002,Portugal,Trigo duro,188319,327196,1737
2002,Portugal,Centeio,33504,34297,1024
2002,Portugal,Aveia,57127,61466,1076
2002,Portugal,Cevada,11206,20022,1787
2002,Portugal,Triticale,17058,25403,1489
2002,Portugal,Milho,140124,802707,5729
2002,Portugal,Milho regadio,126992,774056,6095
2002,Portugal,Milho sequeiro,13132,28651,2182
2002,Portugal,Arroz,25216,145905,5786
2002,Portugal,Principais leguminosas secas,12488,6576,527
2002,Portugal,Feijão,10574,5484,519
2002,Portugal,Grão-de-bico,1914,1092,571
2002,Portugal,Batata,50184,811184,16164
2002,Portugal,Batata de regadio,39341,704873,17917
2002,Portugal,Batata de sequeiro,10844,106311,9804
2002,Portugal,Principais culturas para indústria,60459,1538073,25440
2002,Portugal,Tomate para indústria,11898,867416,72904
2002,Portugal,Girassol,37582,21139,562
2002,Portugal,Tabaco,1901,5602,2947
2002,Portugal,Beterraba,9040,643859,71224
2002,Portugal,Lúpulo,38,57,1521
2002,Portugal,Culturas hortícolas,,,
2002,Portugal,Tomate fresco,,,
2002,Portugal,Alface,,,
2002,Portugal,Feijão-verde,,,
2002,Portugal,Cebola,,,
2002,Portugal,Cenoura,,,
2002,Portugal,Pimento,,,
2002,Portugal,Ervilha,,,
2002,Portugal,Fava,,,
2002,Portugal,Melão,,,
2002,Portugal,Melancia,,,
2002,Portugal,Morango,,,
2002,Portugal,Couve-flor,,,
2002,Portugal,Couve-brócolo,,,
2002,Portugal,Couve-repolho,,,
2002,Portugal,Couve-tronchuda,,,
2002,Portugal,Couve-lombardo,,,
2002,Portugal,Grelos (nabo e couve),,,
2002,Portugal,Alho,,,
2002,Portugal,Alho-porro,,,
2002,Portugal,Courgette,,,
2002,Portugal,Espinafre,,,
2002,Portugal,Nabo,,,
2002,Portugal,Abóbora (inclui butternut),,,
2002,Portugal,Outras hortícolas,,,
2002,Portugal,Principais culturas forrageiras,,,
2002,Portugal,Milho forrageiro,,,
2002,Portugal,Aveia forrageira,,,
2002,Portugal,Principais frutos frescos,54160,533543,9851
2002,Portugal,Pêra,12316,126009,10231
2002,Portugal,Maçã,19732,300225,15215
2002,Portugal,Pêssego,6344,57523,9067
2002,Portugal,Cereja,5587,19422,3476
2002,Portugal,Ameixa,1965,15929,8107
2002,Portugal,Damasco,555,4383,7904
2002,Portugal,Diospiro,185,3055,16558
2002,Portugal,Figo,6854,3696,539
2002,Portugal,Ginja,35,42,1200
2002,Portugal,Marmelo,246,2039,8287
2002,Portugal,Nespera,233,811,3480
2002,Portugal,Romã,109,411,3771
2002,Portugal,Frutos pequenos de baga,,,
2002,Portugal,Amoras,,,
2002,Portugal,Framboesas,,,
2002,Portugal,Groselha,,,
2002,Portugal,Mirtilos,,,
2002,Portugal,Principais frutos subtropicais,2433,44738,18392
2002,Portugal,Kiwi,1112,13822,12435
2002,Portugal,Banana,1255,29227,23288
2002,Portugal,Ananás,66,1689,25591
2002,Portugal,Abacate,,,
2002,Portugal,Citrinos,27097,343760,12686
2002,Portugal,Laranja,21016,273224,13001
2002,Portugal,Tangerina,4665,54895,11768
2002,Portugal,Limão,994,11054,11116
2002,Portugal,Tangera,386,4318,11188
2002,Portugal,Toranja,36,269,7543
2002,Portugal,Principais frutos de casca rija,69892,55342,792
2002,Portugal,Amêndoa,35723,17764,497
2002,Portugal,Castanha,30614,32747,1070
2002,Portugal,Noz,2931,4212,1437
2002,Portugal,Avelã,624,619,992
2002,Portugal,Vinha,216642,910383,4202
2002,Portugal,Uva para vinho,211147,859576,4071
2002,Portugal,Uva para vinho (DOP),,,
2002,Portugal,Uva para vinho (IGP),,,
2002,Portugal,Uva para vinho (Vinhos sem certificação),,,
2002,Portugal,Uva de mesa,5495,50807,9246
2002,Portugal,Olival,354040,223298,631
2002,Portugal,Azeitona de mesa,10308,11724,1137
2002,Portugal,Azeitona para azeite,343732,211574,616
2002,Alentejo,Cereais para grão,290153,651239,2244
2002,Alentejo,Trigo,200562,354481,1767
2002,Alentejo,Trigo mole,22063,48910,2217
2002,Alentejo,Trigo duro,178499,305571,1712
2002,Alentejo,Centeio,629,423,672
2002,Alentejo,Aveia,38086,45702,1200
2002,Alentejo,Cevada,7486,15043,2009
2002,Alentejo,Triticale,14410,22712,1576
2002,Alentejo,Milho,19428,153356,7894
2002,Alentejo,Milho regadio,18913,152991,8089
2002,Alentejo,Milho sequeiro,515,365,709
2002,Alentejo,Arroz,9552,59522,6231
2002,Alentejo,Principais leguminosas secas,1340,756,564
2002,Alentejo,Feijão,148,125,845
2002,Alentejo,Grão-de-bico,1192,631,529
2002,Alentejo,Batata,1575,18182,11544
2002,Alentejo,Batata de regadio,902,13152,14581
2002,Alentejo,Batata de sequeiro,673,5030,7474
2002,Alentejo,Principais culturas para indústria,42685,389348,9121
2002,Alentejo,Tomate para indústria,2311,148112,64090
2002,Alentejo,Girassol,36773,20759,565
2002,Alentejo,Tabaco,379,1060,2797
2002,Alentejo,Beterraba,3222,219417,68100
2002,Alentejo,Lúpulo,0,0,
2002,Alentejo,Culturas hortícolas,,,
2002,Alentejo,Tomate fresco,,,
2002,Alentejo,Alface,,,
2002,Alentejo,Feijão-verde,,,
2002,Alentejo,Cebola,,,
2002,Alentejo,Cenoura,,,
2002,Alentejo,Pimento,,,
2002,Alentejo,Ervilha,,,
2002,Alentejo,Fava,,,
2002,Alentejo,Melão,,,
2002,Alentejo,Melancia,,,
2002,Alentejo,Morango,,,
2002,Alentejo,Couve-flor,,,
2002,Alentejo,Couve-brócolo,,,
2002,Alentejo,Couve-repolho,,,
2002,Alentejo,Couve-tronchuda,,,
2002,Alentejo,Couve-lombardo,,,
2002,Alentejo,Grelos (nabo e couve),,,
2002,Alentejo,Alho,,,
2002,Alentejo,Alho-porro,,,
2002,Alentejo,Courgette,,,
2002,Alentejo,Espinafre,,,
2002,Alentejo,Nabo,,,
2002,Alentejo,Abóbora (inclui butternut),,,
2002,Alentejo,Outras hortícolas,,,
2002,Alentejo,Principais culturas forrageiras,,,
2002,Alentejo,Milho forrageiro,,,
2002,Alentejo,Aveia forrageira,,,
2002,Alentejo,Principais frutos frescos,2839,16264,5729
2002,Alentejo,Pêra,274,1710,6241
2002,Alentejo,Maçã,472,6418,13597
2002,Alentejo,Pêssego,610,3501,5739
2002,Alentejo,Cereja,41,79,1927
2002,Alentejo,Ameixa,533,4309,8084
2002,Alentejo,Damasco,20,40,2020
2002,Alentejo,Diospiro,1,0,0
2002,Alentejo,Figo,855,147,172
2002,Alentejo,Ginja,1,0,0
2002,Alentejo,Marmelo,27,60,2211
2002,Alentejo,Nespera,3,0,0
2002,Alentejo,Romã,2,0,0
2002,Alentejo,Frutos pequenos de baga,,,
2002,Alentejo,Amoras,,,
2002,Alentejo,Framboesas,,,
2002,Alentejo,Groselha,,,
2002,Alentejo,Mirtilos,,,
2002,Alentejo,Principais frutos subtropicais,4,2,375
2002,Alentejo,Kiwi,4,2,375
2002,Alentejo,Banana,0,0,
2002,Alentejo,Ananás,0,0,
2002,Alentejo,Abacate,,,
2002,Alentejo,Citrinos,2165,19816,9153
2002,Alentejo,Laranja,1989,18340,9221
2002,Alentejo,Tangerina,120,1200,10000
2002,Alentejo,Limão,29,157,5414
2002,Alentejo,Tangera,27,119,4389
2002,Alentejo,Toranja,0,0,
2002,Alentejo,Principais frutos de casca rija,1526,1702,1115
2002,Alentejo,Amêndoa,547,109,199
2002,Alentejo,Castanha,557,633,1136
2002,Alentejo,Noz,399,928,2326
2002,Alentejo,Avelã,23,32,1391
2002,Alentejo,Vinha,21384,84483,3951
2002,Alentejo,Uva para vinho,20723,80008,3861
2002,Alentejo,Uva para vinho (DOP),,,
2002,Alentejo,Uva para vinho (IGP),,,
2002,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2002,Alentejo,Uva de mesa,661,4475,6770
2002,Alentejo,Olival,145769,66404,456
2002,Alentejo,Azeitona de mesa,2690,2407,895
2002,Alentejo,Azeitona para azeite,143079,63997,447
2002,Algarve,Cereais para grão,8315,14754,1774
2002,Algarve,Trigo,2832,3569,1260
2002,Algarve,Trigo mole,2248,2666,1186
2002,Algarve,Trigo duro,584,903,1546
2002,Algarve,Centeio,43,19,442
2002,Algarve,Aveia,2500,1658,663
2002,Algarve,Cevada,1328,1195,900
2002,Algarve,Triticale,157,131,834
2002,Algarve,Milho,1239,7191,5804
2002,Algarve,Milho regadio,1044,6947,6654
2002,Algarve,Milho sequeiro,195,244,1251
2002,Algarve,Arroz,216,991,4588
2002,Algarve,Principais leguminosas secas,346,207,598
2002,Algarve,Feijão,215,128,595
2002,Algarve,Grão-de-bico,131,79,603
2002,Algarve,Batata,907,14391,15867
2002,Algarve,Batata de regadio,763,13527,17729
2002,Algarve,Batata de sequeiro,144,864,6000
2002,Algarve,Principais culturas para indústria,60,150,2500
2002,Algarve,Tomate para indústria,0,0,
2002,Algarve,Girassol,60,150,2500
2002,Algarve,Tabaco,0,0,
2002,Algarve,Beterraba,0,0,
2002,Algarve,Lúpulo,0,0,
2002,Algarve,Culturas hortícolas,,,
2002,Algarve,Tomate fresco,,,
2002,Algarve,Alface,,,
2002,Algarve,Feijão-verde,,,
2002,Algarve,Cebola,,,
2002,Algarve,Cenoura,,,
2002,Algarve,Pimento,,,
2002,Algarve,Ervilha,,,
2002,Algarve,Fava,,,
2002,Algarve,Melão,,,
2002,Algarve,Melancia,,,
2002,Algarve,Morango,,,
2002,Algarve,Couve-flor,,,
2002,Algarve,Couve-brócolo,,,
2002,Algarve,Couve-repolho,,,
2002,Algarve,Couve-tronchuda,,,
2002,Algarve,Couve-lombardo,,,
2002,Algarve,Grelos (nabo e couve),,,
2002,Algarve,Alho,,,
2002,Algarve,Alho-porro,,,
2002,Algarve,Courgette,,,
2002,Algarve,Espinafre,,,
2002,Algarve,Nabo,,,
2002,Algarve,Abóbora (inclui butternut),,,
2002,Algarve,Outras hortícolas,,,
2002,Algarve,Principais culturas forrageiras,,,
2002,Algarve,Milho forrageiro,,,
2002,Algarve,Aveia forrageira,,,
2002,Algarve,Principais frutos frescos,4140,15794,3815
2002,Algarve,Pêra,117,1056,9026
2002,Algarve,Maçã,32,291,9094
2002,Algarve,Pêssego,457,5481,11993
2002,Algarve,Cereja,3,1,167
2002,Algarve,Ameixa,110,1100,10000
2002,Algarve,Damasco,154,1848,11999
2002,Algarve,Diospiro,93,2775,30000
2002,Algarve,Figo,2957,2312,782
2002,Algarve,Ginja,0,0,
2002,Algarve,Marmelo,11,99,9000
2002,Algarve,Nespera,120,445,3708
2002,Algarve,Romã,86,387,4500
2002,Algarve,Frutos pequenos de baga,,,
2002,Algarve,Amoras,,,
2002,Algarve,Framboesas,,,
2002,Algarve,Groselha,,,
2002,Algarve,Mirtilos,,,
2002,Algarve,Principais frutos subtropicais,3,24,8000
2002,Algarve,Kiwi,3,24,8000
2002,Algarve,Banana,0,0,
2002,Algarve,Ananás,0,0,
2002,Algarve,Abacate,,,
2002,Algarve,Citrinos,18408,256071,13911
2002,Algarve,Laranja,13596,197743,14544
2002,Algarve,Tangerina,4107,49284,12000
2002,Algarve,Limão,389,5296,13614
2002,Algarve,Tangera,294,3528,12000
2002,Algarve,Toranja,22,220,10000
2002,Algarve,Principais frutos de casca rija,13442,1808,135
2002,Algarve,Amêndoa,13338,1628,122
2002,Algarve,Castanha,28,28,1000
2002,Algarve,Noz,76,152,2000
2002,Algarve,Avelã,0,0,
2002,Algarve,Vinha,3850,23268,6044
2002,Algarve,Uva para vinho,2197,2695,1227
2002,Algarve,Uva para vinho (DOP),,,
2002,Algarve,Uva para vinho (IGP),,,
2002,Algarve,Uva para vinho (Vinhos sem certificação),,,
2002,Algarve,Uva de mesa,1653,20573,12447
2002,Algarve,Olival,8890,3185,358
2002,Algarve,Azeitona de mesa,368,241,655
2002,Algarve,Azeitona para azeite,8522,2944,345
2001,Portugal,Cereais para grão,492715,1303355,2645
2001,Portugal,Trigo,183488,153604,837
2001,Portugal,Trigo mole,49950,50910,1019
2001,Portugal,Trigo duro,133538,102694,769
2001,Portugal,Centeio,37572,24195,644
2001,Portugal,Aveia,61344,38696,631
2001,Portugal,Cevada,11769,12597,1070
2001,Portugal,Triticale,18820,16188,860
2001,Portugal,Milho,154786,912143,5893
2001,Portugal,Milho regadio,140733,883086,6275
2001,Portugal,Milho sequeiro,14053,29057,2068
2001,Portugal,Arroz,24936,145932,5852
2001,Portugal,Principais leguminosas secas,13177,6769,514
2001,Portugal,Feijão,11290,5778,512
2001,Portugal,Grão-de-bico,1887,991,526
2001,Portugal,Batata,49314,738355,14972
2001,Portugal,Batata de regadio,39311,648411,16494
2001,Portugal,Batata de sequeiro,10003,89944,8992
2001,Portugal,Principais culturas para indústria,60445,1221862,20214
2001,Portugal,Tomate para indústria,11491,911535,79326
2001,Portugal,Girassol,41523,23623,569
2001,Portugal,Tabaco,2020,5764,2853
2001,Portugal,Beterraba,5373,280888,52276
