Período de referência dos dados,Localização geográfica (Região agrária),Espécie,Superfície das principais culturas agrícolas (ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produção das principais culturas agrícolas (t) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produtividade das principais culturas agrícolas (kg/ ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) 
2011,Portugal,Tabaco,28,65,2329
2011,Portugal,Beterraba,321,7955,24782
2011,Portugal,Lúpulo,18,27,1500
2011,Portugal,Culturas hortícolas,30832,762287,24724
2011,Portugal,Tomate fresco,1387,94537,68165
2011,Portugal,Alface,2694,70479,26166
2011,Portugal,Feijão-verde,645,10512,16287
2011,Portugal,Cebola,1521,38692,25430
2011,Portugal,Cenoura,2285,85059,37220
2011,Portugal,Pimento,1029,31032,30163
2011,Portugal,Ervilha,751,4702,6263
2011,Portugal,Fava,338,2006,5937
2011,Portugal,Melão,1852,42442,22912
2011,Portugal,Melancia,692,22585,32641
2011,Portugal,Morango,543,12653,23322
2011,Portugal,Couve-flor,714,14765,20675
2011,Portugal,Couve-brócolo,3017,34840,11547
2011,Portugal,Couve-repolho,2473,61551,24886
2011,Portugal,Couve-tronchuda,1103,23123,20961
2011,Portugal,Couve-lombardo,1205,37843,31398
2011,Portugal,Grelos (nabo e couve),1085,10947,10088
2011,Portugal,Alho,469,2821,6020
2011,Portugal,Alho-porro,575,15465,26908
2011,Portugal,Courgette,489,19183,39248
2011,Portugal,Espinafre,550,7885,14342
2011,Portugal,Nabo,727,14811,20377
2011,Portugal,Abóbora (inclui butternut),1972,40060,20318
2011,Portugal,Outras hortícolas,2717,64298,23669
2011,Portugal,Principais culturas forrageiras,223392,5798966,25959
2011,Portugal,Milho forrageiro,81511,3257398,39962
2011,Portugal,Aveia forrageira,141880,2541569,17913
2011,Portugal,Principais frutos frescos,40201,559240,13911
2011,Portugal,Pêra,10971,230447,21006
2011,Portugal,Maçã,12539,247229,19717
2011,Portugal,Pêssego,3711,34520,9302
2011,Portugal,Cereja,5617,13350,2377
2011,Portugal,Ameixa,1560,17390,11145
2011,Portugal,Damasco,390,3225,8271
2011,Portugal,Diospiro,198,3434,17314
2011,Portugal,Figo,4245,3014,710
2011,Portugal,Ginja,42,94,2239
2011,Portugal,Marmelo,596,5123,8590
2011,Portugal,Nespera,226,949,4194
2011,Portugal,Romã,106,463,4391
2011,Portugal,Frutos pequenos de baga,268,2949,11001
2011,Portugal,Amoras,19,263,13999
2011,Portugal,Framboesas,164,1943,11829
2011,Portugal,Groselha,10,43,4466
2011,Portugal,Mirtilos,75,700,9290
2011,Portugal,Principais frutos subtropicais,2661,45791,17206
2011,Portugal,Kiwi,1591,23473,14751
2011,Portugal,Banana,1008,20917,20751
2011,Portugal,Ananás,62,1401,22597
2011,Portugal,Abacate,,,
2011,Portugal,Citrinos,19594,275626,14067
2011,Portugal,Laranja,16372,228101,13932
2011,Portugal,Tangerina,2223,33000,14843
2011,Portugal,Limão,866,13132,15173
2011,Portugal,Tangera,114,1185,10388
2011,Portugal,Toranja,19,208,10987
2011,Portugal,Principais frutos de casca rija,64600,33553,519
2011,Portugal,Amêndoa,26877,7680,286
2011,Portugal,Castanha,34648,21800,629
2011,Portugal,Noz,2697,3731,1384
2011,Portugal,Avelã,378,343,907
2011,Portugal,Vinha,179472,746512,4159
2011,Portugal,Uva para vinho,176987,730523,4128
2011,Portugal,Uva para vinho (DOP),,,
2011,Portugal,Uva para vinho (IGP),,,
2011,Portugal,Uva para vinho (Vinhos sem certificação),,,
2011,Portugal,Uva de mesa,2485,15989,6435
2011,Portugal,Olival,345683,519780,1504
2011,Portugal,Azeitona de mesa,7635,9047,1185
2011,Portugal,Azeitona para azeite,338048,510733,1511
2011,Alentejo,Cereais para grão,132718,356765,2688
2011,Alentejo,Trigo,30280,36787,1215
2011,Alentejo,Trigo mole,27490,32979,1200
2011,Alentejo,Trigo duro,2790,3808,1365
2011,Alentejo,Centeio,162,81,502
2011,Alentejo,Aveia,43000,41740,971
2011,Alentejo,Cevada,13750,17147,1247
2011,Alentejo,Triticale,19000,21745,1144
2011,Alentejo,Milho,16548,179636,10855
2011,Alentejo,Milho regadio,16548,179636,10855
2011,Alentejo,Milho sequeiro,0,0,
2011,Alentejo,Arroz,9978,59630,5976
2011,Alentejo,Principais leguminosas secas,694,448,645
2011,Alentejo,Feijão,47,45,957
2011,Alentejo,Grão-de-bico,647,403,622
2011,Alentejo,Batata,218,3262,14964
2011,Alentejo,Batata de regadio,199,3105,15604
2011,Alentejo,Batata de sequeiro,19,157,8255
2011,Alentejo,Principais culturas para indústria,23410,133001,5681
2011,Alentejo,Tomate para indústria,1906,121247,63618
2011,Alentejo,Girassol,21504,11754,547
2011,Alentejo,Tabaco,0,0,
2011,Alentejo,Beterraba,0,0,
2011,Alentejo,Lúpulo,0,0,
2011,Alentejo,Culturas hortícolas,,,
2011,Alentejo,Tomate fresco,,,
2011,Alentejo,Alface,,,
2011,Alentejo,Feijão-verde,,,
2011,Alentejo,Cebola,,,
2011,Alentejo,Cenoura,,,
2011,Alentejo,Pimento,,,
2011,Alentejo,Ervilha,,,
2011,Alentejo,Fava,,,
2011,Alentejo,Melão,,,
2011,Alentejo,Melancia,,,
2011,Alentejo,Morango,,,
2011,Alentejo,Couve-flor,,,
2011,Alentejo,Couve-brócolo,,,
2011,Alentejo,Couve-repolho,,,
2011,Alentejo,Couve-tronchuda,,,
2011,Alentejo,Couve-lombardo,,,
2011,Alentejo,Grelos (nabo e couve),,,
2011,Alentejo,Alho,,,
2011,Alentejo,Alho-porro,,,
2011,Alentejo,Courgette,,,
2011,Alentejo,Espinafre,,,
2011,Alentejo,Nabo,,,
2011,Alentejo,Abóbora (inclui butternut),,,
2011,Alentejo,Outras hortícolas,,,
2011,Alentejo,Principais culturas forrageiras,82035,1764600,21510
2011,Alentejo,Milho forrageiro,3540,194700,55000
2011,Alentejo,Aveia forrageira,78495,1569900,20000
2011,Alentejo,Principais frutos frescos,2045,20095,9827
2011,Alentejo,Pêra,190,2504,13157
2011,Alentejo,Maçã,302,4871,16128
2011,Alentejo,Pêssego,443,6077,13705
2011,Alentejo,Cereja,58,92,1600
2011,Alentejo,Ameixa,360,5596,15554
2011,Alentejo,Damasco,85,651,7690
2011,Alentejo,Diospiro,11,48,4501
2011,Alentejo,Figo,565,89,158
2011,Alentejo,Ginja,0,0,
2011,Alentejo,Marmelo,24,160,6705
2011,Alentejo,Nespera,0,0,
2011,Alentejo,Romã,7,7,1000
2011,Alentejo,Frutos pequenos de baga,,,
2011,Alentejo,Amoras,,,
2011,Alentejo,Framboesas,,,
2011,Alentejo,Groselha,,,
2011,Alentejo,Mirtilos,,,
2011,Alentejo,Principais frutos subtropicais,0,0,
2011,Alentejo,Kiwi,0,0,
2011,Alentejo,Banana,0,0,
2011,Alentejo,Ananás,0,0,
2011,Alentejo,Abacate,,,
2011,Alentejo,Citrinos,1852,16301,8802
2011,Alentejo,Laranja,1652,14276,8644
2011,Alentejo,Tangerina,179,1909,10662
2011,Alentejo,Limão,17,96,5651
2011,Alentejo,Tangera,4,20,4454
2011,Alentejo,Toranja,0,0,
2011,Alentejo,Principais frutos de casca rija,1866,2188,1173
2011,Alentejo,Amêndoa,886,302,341
2011,Alentejo,Castanha,521,621,1192
2011,Alentejo,Noz,446,1252,2805
2011,Alentejo,Avelã,12,14,1098
2011,Alentejo,Vinha,23623,133753,5662
2011,Alentejo,Uva para vinho,23239,129914,5590
2011,Alentejo,Uva para vinho (DOP),,,
2011,Alentejo,Uva para vinho (IGP),,,
2011,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2011,Alentejo,Uva de mesa,384,3839,9991
2011,Alentejo,Olival,166868,319341,1914
2011,Alentejo,Azeitona de mesa,2151,3554,1652
2011,Alentejo,Azeitona para azeite,164717,315787,1917
2011,Algarve,Cereais para grão,1831,4362,2382
2011,Algarve,Trigo,684,954,1395
2011,Algarve,Trigo mole,684,954,1395
2011,Algarve,Trigo duro,0,0,
2011,Algarve,Centeio,0,0,
2011,Algarve,Aveia,311,381,1225
2011,Algarve,Cevada,263,334,1272
2011,Algarve,Triticale,122,131,1073
2011,Algarve,Milho,241,1533,6359
2011,Algarve,Milho regadio,204,1481,7258
2011,Algarve,Milho sequeiro,37,52,1401
2011,Algarve,Arroz,210,1029,4900
2011,Algarve,Principais leguminosas secas,28,17,617
2011,Algarve,Feijão,18,11,607
2011,Algarve,Grão-de-bico,10,6,638
2011,Algarve,Batata,283,4510,15921
2011,Algarve,Batata de regadio,249,4245,17072
2011,Algarve,Batata de sequeiro,35,265,7648
2011,Algarve,Principais culturas para indústria,0,0,
2011,Algarve,Tomate para indústria,0,0,
2011,Algarve,Girassol,0,0,
2011,Algarve,Tabaco,0,0,
2011,Algarve,Beterraba,0,0,
2011,Algarve,Lúpulo,0,0,
2011,Algarve,Culturas hortícolas,,,
2011,Algarve,Tomate fresco,,,
2011,Algarve,Alface,,,
2011,Algarve,Feijão-verde,,,
2011,Algarve,Cebola,,,
2011,Algarve,Cenoura,,,
2011,Algarve,Pimento,,,
2011,Algarve,Ervilha,,,
2011,Algarve,Fava,,,
2011,Algarve,Melão,,,
2011,Algarve,Melancia,,,
2011,Algarve,Morango,,,
2011,Algarve,Couve-flor,,,
2011,Algarve,Couve-brócolo,,,
2011,Algarve,Couve-repolho,,,
2011,Algarve,Couve-tronchuda,,,
2011,Algarve,Couve-lombardo,,,
2011,Algarve,Grelos (nabo e couve),,,
2011,Algarve,Alho,,,
2011,Algarve,Alho-porro,,,
2011,Algarve,Courgette,,,
2011,Algarve,Espinafre,,,
2011,Algarve,Nabo,,,
2011,Algarve,Abóbora (inclui butternut),,,
2011,Algarve,Outras hortícolas,,,
2011,Algarve,Principais culturas forrageiras,1806,37256,20629
2011,Algarve,Milho forrageiro,54,2210,41149
2011,Algarve,Aveia forrageira,1752,35047,20000
2011,Algarve,Principais frutos frescos,3242,9722,2999
2011,Algarve,Pêra,26,211,8103
2011,Algarve,Maçã,13,104,7978
2011,Algarve,Pêssego,166,2239,13490
2011,Algarve,Cereja,5,8,1738
2011,Algarve,Ameixa,79,1068,13513
2011,Algarve,Damasco,61,754,12358
2011,Algarve,Diospiro,110,2884,26290
2011,Algarve,Figo,2572,1590,618
2011,Algarve,Ginja,0,0,
2011,Algarve,Marmelo,12,117,10174
2011,Algarve,Nespera,112,322,2876
2011,Algarve,Romã,87,425,4882
2011,Algarve,Frutos pequenos de baga,,,
2011,Algarve,Amoras,,,
2011,Algarve,Framboesas,,,
2011,Algarve,Groselha,,,
2011,Algarve,Mirtilos,,,
2011,Algarve,Principais frutos subtropicais,2,16,8065
2011,Algarve,Kiwi,2,16,8065
2011,Algarve,Banana,0,0,
2011,Algarve,Ananás,0,0,
2011,Algarve,Abacate,,,
2011,Algarve,Citrinos,13827,221785,16040
2011,Algarve,Laranja,11652,185456,15916
2011,Algarve,Tangerina,1773,28913,16307
2011,Algarve,Limão,318,6408,20152
2011,Algarve,Tangera,69,828,11993
2011,Algarve,Toranja,15,180,12000
2011,Algarve,Principais frutos de casca rija,7634,1027,135
2011,Algarve,Amêndoa,7502,749,100
2011,Algarve,Castanha,16,15,929
2011,Algarve,Noz,116,263,2268
2011,Algarve,Avelã,0,0,
2011,Algarve,Vinha,1539,5439,3535
2011,Algarve,Uva para vinho,1155,1753,1518
2011,Algarve,Uva para vinho (DOP),,,
2011,Algarve,Uva para vinho (IGP),,,
2011,Algarve,Uva para vinho (Vinhos sem certificação),,,
2011,Algarve,Uva de mesa,384,3686,9599
2011,Algarve,Olival,8752,10975,1254
2011,Algarve,Azeitona de mesa,227,105,464
2011,Algarve,Azeitona para azeite,8525,10869,1275
2010,Portugal,Cereais para grão,304118,1019204,3351
2010,Portugal,Trigo,57727,82577,1430
2010,Portugal,Trigo mole,48610,66962,1378
2010,Portugal,Trigo duro,9117,15615,1713
2010,Portugal,Centeio,20441,17553,859
2010,Portugal,Aveia,61748,66145,1071
2010,Portugal,Cevada,20224,30620,1514
2010,Portugal,Triticale,24487,25871,1056
2010,Portugal,Milho,90371,626222,6929
2010,Portugal,Milho regadio,79916,602003,7533
2010,Portugal,Milho sequeiro,10455,24219,2317
2010,Portugal,Arroz,29120,170216,5845
2010,Portugal,Principais leguminosas secas,4584,2647,578
2010,Portugal,Feijão,3509,2042,582
2010,Portugal,Grão-de-bico,1074,605,563
2010,Portugal,Batata,25531,383835,15034
2010,Portugal,Batata de regadio,20578,339175,16482
2010,Portugal,Batata de sequeiro,4953,44660,9017
2010,Portugal,Principais culturas para indústria,31104,1418817,45616
2010,Portugal,Tomate para indústria,16640,1406084,84500
2010,Portugal,Girassol,14003,7611,544
2010,Portugal,Tabaco,280,936,3337
2010,Portugal,Beterraba,162,4163,25698
2010,Portugal,Lúpulo,18,23,1278
2010,Portugal,Culturas hortícolas,,,
2010,Portugal,Tomate fresco,,,
2010,Portugal,Alface,,,
2010,Portugal,Feijão-verde,,,
2010,Portugal,Cebola,,,
2010,Portugal,Cenoura,,,
2010,Portugal,Pimento,,,
2010,Portugal,Ervilha,,,
2010,Portugal,Fava,,,
2010,Portugal,Melão,,,
2010,Portugal,Melancia,,,
2010,Portugal,Morango,,,
2010,Portugal,Couve-flor,,,
2010,Portugal,Couve-brócolo,,,
2010,Portugal,Couve-repolho,,,
2010,Portugal,Couve-tronchuda,,,
2010,Portugal,Couve-lombardo,,,
2010,Portugal,Grelos (nabo e couve),,,
2010,Portugal,Alho,,,
2010,Portugal,Alho-porro,,,
2010,Portugal,Courgette,,,
2010,Portugal,Espinafre,,,
2010,Portugal,Nabo,,,
2010,Portugal,Abóbora (inclui butternut),,,
2010,Portugal,Outras hortícolas,,,
2010,Portugal,Principais culturas forrageiras,,,
2010,Portugal,Milho forrageiro,,,
2010,Portugal,Aveia forrageira,,,
2010,Portugal,Principais frutos frescos,40084,464228,11581
2010,Portugal,Pêra,10954,176764,16136
2010,Portugal,Maçã,12450,212902,17101
2010,Portugal,Pêssego,3711,33000,8893
2010,Portugal,Cereja,5611,9836,1753
2010,Portugal,Ameixa,1565,15819,10108
2010,Portugal,Damasco,390,3227,8277
2010,Portugal,Diospiro,188,3073,16317
2010,Portugal,Figo,4245,2957,696
2010,Portugal,Ginja,42,90,2143
2010,Portugal,Marmelo,594,5147,8662
2010,Portugal,Nespera,226,948,4189
2010,Portugal,Romã,108,466,4339
2010,Portugal,Frutos pequenos de baga,220,3072,13995
2010,Portugal,Amoras,20,283,14290
2010,Portugal,Framboesas,146,2216,15133
2010,Portugal,Groselha,10,44,4309
2010,Portugal,Mirtilos,43,530,12293
2010,Portugal,Principais frutos subtropicais,2656,46330,17441
2010,Portugal,Kiwi,1589,23903,15039
2010,Portugal,Banana,1005,20944,20840
2010,Portugal,Ananás,62,1483,23919
2010,Portugal,Abacate,,,
2010,Portugal,Citrinos,19513,241052,12353
2010,Portugal,Laranja,16303,193885,11893
2010,Portugal,Tangerina,2231,33068,14820
2010,Portugal,Limão,854,12765,14943
2010,Portugal,Tangera,113,1219,10793
2010,Portugal,Toranja,12,115,10025
2010,Portugal,Principais frutos de casca rija,64533,37536,582
2010,Portugal,Amêndoa,26842,7012,261
2010,Portugal,Castanha,34616,26832,775
2010,Portugal,Noz,2698,3350,1242
2010,Portugal,Avelã,378,342,906
2010,Portugal,Vinha,180079,947299,5260
2010,Portugal,Uva para vinho,177661,928174,5224
2010,Portugal,Uva para vinho (DOP),,,
2010,Portugal,Uva para vinho (IGP),,,
2010,Portugal,Uva para vinho (Vinhos sem certificação),,,
2010,Portugal,Uva de mesa,2418,19124,7910
2010,Portugal,Olival,343219,445301,1297
2010,Portugal,Azeitona de mesa,7633,10292,1348
2010,Portugal,Azeitona para azeite,335586,435009,1296
2010,Alentejo,Cereais para grão,157783,332957,2110
2010,Alentejo,Trigo,44930,67186,1495
2010,Alentejo,Trigo mole,35927,51726,1440
2010,Alentejo,Trigo duro,9003,15460,1717
2010,Alentejo,Centeio,241,135,561
2010,Alentejo,Aveia,51920,59873,1153
2010,Alentejo,Cevada,18352,28581,1557
2010,Alentejo,Triticale,22660,23884,1054
2010,Alentejo,Milho,9927,96291,9700
2010,Alentejo,Milho regadio,9927,96291,9700
2010,Alentejo,Milho sequeiro,0,0,
2010,Alentejo,Arroz,9753,57007,5845
2010,Alentejo,Principais leguminosas secas,759,367,484
2010,Alentejo,Feijão,50,46,926
2010,Alentejo,Grão-de-bico,709,321,453
2010,Alentejo,Batata,282,4204,14908
2010,Alentejo,Batata de regadio,260,4026,15487
2010,Alentejo,Batata de sequeiro,22,178,8073
2010,Alentejo,Principais culturas para indústria,15914,182709,11481
2010,Alentejo,Tomate para indústria,2787,175639,63028
2010,Alentejo,Girassol,13049,6798,521
2010,Alentejo,Tabaco,78,272,3500
2010,Alentejo,Beterraba,0,0,
2010,Alentejo,Lúpulo,0,0,
2010,Alentejo,Culturas hortícolas,,,
2010,Alentejo,Tomate fresco,,,
2010,Alentejo,Alface,,,
2010,Alentejo,Feijão-verde,,,
2010,Alentejo,Cebola,,,
2010,Alentejo,Cenoura,,,
2010,Alentejo,Pimento,,,
2010,Alentejo,Ervilha,,,
2010,Alentejo,Fava,,,
2010,Alentejo,Melão,,,
2010,Alentejo,Melancia,,,
2010,Alentejo,Morango,,,
2010,Alentejo,Couve-flor,,,
2010,Alentejo,Couve-brócolo,,,
2010,Alentejo,Couve-repolho,,,
2010,Alentejo,Couve-tronchuda,,,
2010,Alentejo,Couve-lombardo,,,
2010,Alentejo,Grelos (nabo e couve),,,
2010,Alentejo,Alho,,,
2010,Alentejo,Alho-porro,,,
2010,Alentejo,Courgette,,,
2010,Alentejo,Espinafre,,,
2010,Alentejo,Nabo,,,
2010,Alentejo,Abóbora (inclui butternut),,,
2010,Alentejo,Outras hortícolas,,,
2010,Alentejo,Principais culturas forrageiras,,,
2010,Alentejo,Milho forrageiro,,,
2010,Alentejo,Aveia forrageira,,,
2010,Alentejo,Principais frutos frescos,2045,17663,8638
2010,Alentejo,Pêra,190,2515,13213
2010,Alentejo,Maçã,302,5569,18438
2010,Alentejo,Pêssego,443,5224,11781
2010,Alentejo,Cereja,58,73,1260
2010,Alentejo,Ameixa,360,3354,9324
2010,Alentejo,Damasco,85,651,7689
2010,Alentejo,Diospiro,11,48,4500
2010,Alentejo,Figo,565,89,158
2010,Alentejo,Ginja,0,0,
2010,Alentejo,Marmelo,24,134,5610
2010,Alentejo,Nespera,0,0,
2010,Alentejo,Romã,7,7,1000
2010,Alentejo,Frutos pequenos de baga,,,
2010,Alentejo,Amoras,,,
2010,Alentejo,Framboesas,,,
2010,Alentejo,Groselha,,,
2010,Alentejo,Mirtilos,,,
2010,Alentejo,Principais frutos subtropicais,0,0,
2010,Alentejo,Kiwi,0,0,
2010,Alentejo,Banana,0,0,
2010,Alentejo,Ananás,0,0,
2010,Alentejo,Abacate,,,
2010,Alentejo,Citrinos,1848,16304,8824
2010,Alentejo,Laranja,1652,14287,8650
2010,Alentejo,Tangerina,179,1921,10730
2010,Alentejo,Limão,17,96,5650
2010,Alentejo,Tangera,0,0,
2010,Alentejo,Toranja,0,0,
2010,Alentejo,Principais frutos de casca rija,1866,1853,993
2010,Alentejo,Amêndoa,886,200,226
2010,Alentejo,Castanha,521,776,1491
2010,Alentejo,Noz,446,863,1933
2010,Alentejo,Avelã,12,14,1097
2010,Alentejo,Vinha,23290,163307,7012
2010,Alentejo,Uva para vinho,22971,159604,6948
2010,Alentejo,Uva para vinho (DOP),,,
2010,Alentejo,Uva para vinho (IGP),,,
2010,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2010,Alentejo,Uva de mesa,319,3703,11604
2010,Alentejo,Olival,165386,231621,1400
2010,Alentejo,Azeitona de mesa,2151,3502,1628
2010,Alentejo,Azeitona para azeite,163235,228119,1397
2010,Algarve,Cereais para grão,1902,4187,2202
2010,Algarve,Trigo,705,946,1342
2010,Algarve,Trigo mole,705,946,1342
2010,Algarve,Trigo duro,0,0,
2010,Algarve,Centeio,4,3,820
2010,Algarve,Aveia,334,326,976
2010,Algarve,Cevada,280,339,1211
2010,Algarve,Triticale,126,134,1065
2010,Algarve,Milho,242,1409,5820
2010,Algarve,Milho regadio,205,1362,6641
2010,Algarve,Milho sequeiro,37,47,1268
2010,Algarve,Arroz,210,1029,4900
2010,Algarve,Principais leguminosas secas,28,17,617
2010,Algarve,Feijão,18,11,607
2010,Algarve,Grão-de-bico,10,6,637
2010,Algarve,Batata,283,4482,15824
2010,Algarve,Batata de regadio,249,4245,17073
2010,Algarve,Batata de sequeiro,35,237,6844
2010,Algarve,Principais culturas para indústria,0,0,
2010,Algarve,Tomate para indústria,0,0,
2010,Algarve,Girassol,0,0,
2010,Algarve,Tabaco,0,0,
2010,Algarve,Beterraba,0,0,
2010,Algarve,Lúpulo,0,0,
2010,Algarve,Culturas hortícolas,,,
2010,Algarve,Tomate fresco,,,
2010,Algarve,Alface,,,
2010,Algarve,Feijão-verde,,,
2010,Algarve,Cebola,,,
2010,Algarve,Cenoura,,,
2010,Algarve,Pimento,,,
2010,Algarve,Ervilha,,,
2010,Algarve,Fava,,,
2010,Algarve,Melão,,,
2010,Algarve,Melancia,,,
2010,Algarve,Morango,,,
2010,Algarve,Couve-flor,,,
2010,Algarve,Couve-brócolo,,,
2010,Algarve,Couve-repolho,,,
2010,Algarve,Couve-tronchuda,,,
2010,Algarve,Couve-lombardo,,,
2010,Algarve,Grelos (nabo e couve),,,
2010,Algarve,Alho,,,
2010,Algarve,Alho-porro,,,
2010,Algarve,Courgette,,,
2010,Algarve,Espinafre,,,
2010,Algarve,Nabo,,,
2010,Algarve,Abóbora (inclui butternut),,,
2010,Algarve,Outras hortícolas,,,
2010,Algarve,Principais culturas forrageiras,,,
2010,Algarve,Milho forrageiro,,,
2010,Algarve,Aveia forrageira,,,
2010,Algarve,Principais frutos frescos,3228,9316,2886
2010,Algarve,Pêra,26,211,8103
2010,Algarve,Maçã,13,99,7598
2010,Algarve,Pêssego,166,2239,13490
2010,Algarve,Cereja,5,9,1929
2010,Algarve,Ameixa,79,1068,13513
2010,Algarve,Damasco,61,794,13008
2010,Algarve,Diospiro,96,2517,26301
2010,Algarve,Figo,2572,1515,589
2010,Algarve,Ginja,0,0,
2010,Algarve,Marmelo,12,118,10261
2010,Algarve,Nespera,112,322,2876
2010,Algarve,Romã,87,425,4882
2010,Algarve,Frutos pequenos de baga,,,
2010,Algarve,Amoras,,,
2010,Algarve,Framboesas,,,
2010,Algarve,Groselha,,,
2010,Algarve,Mirtilos,,,
2010,Algarve,Principais frutos subtropicais,2,15,7680
2010,Algarve,Kiwi,2,15,7680
2010,Algarve,Banana,0,0,
2010,Algarve,Ananás,0,0,
2010,Algarve,Abacate,,,
2010,Algarve,Citrinos,13752,188461,13704
2010,Algarve,Laranja,11581,152289,13150
2010,Algarve,Tangerina,1781,28991,16278
2010,Algarve,Limão,311,6232,20040
2010,Algarve,Tangera,72,864,12000
2010,Algarve,Toranja,7,84,12000
2010,Algarve,Principais frutos de casca rija,7647,990,130
2010,Algarve,Amêndoa,7515,714,95
2010,Algarve,Castanha,16,14,888
2010,Algarve,Noz,116,262,2256
2010,Algarve,Avelã,0,0,
2010,Algarve,Vinha,1536,6245,4067
2010,Algarve,Uva para vinho,1152,2559,2222
2010,Algarve,Uva para vinho (DOP),,,
2010,Algarve,Uva para vinho (IGP),,,
2010,Algarve,Uva para vinho (Vinhos sem certificação),,,
2010,Algarve,Uva de mesa,384,3686,9599
2010,Algarve,Olival,8752,5382,615
2010,Algarve,Azeitona de mesa,227,73,322
2010,Algarve,Azeitona para azeite,8525,5309,623
2009,Portugal,Cereais para grão,339899,1118224,3290
2009,Portugal,Trigo,72991,124146,1701
2009,Portugal,Trigo mole,61963,103766,1675
2009,Portugal,Trigo duro,11029,20379,1848
2009,Portugal,Centeio,20558,19444,946
2009,Portugal,Aveia,58447,70716,1210
2009,Portugal,Cevada,40859,72799,1782
2009,Portugal,Triticale,23846,35290,1480
2009,Portugal,Milho,94727,634069,6694
2009,Portugal,Milho regadio,83954,607869,7241
2009,Portugal,Milho sequeiro,10774,26200,2432
2009,Portugal,Arroz,28470,161761,5682
2009,Portugal,Principais leguminosas secas,4669,2618,561
2009,Portugal,Feijão,3559,2009,565
2009,Portugal,Grão-de-bico,1110,608,548
2009,Portugal,Batata,28450,467807,16443
2009,Portugal,Batata de regadio,22311,401562,17999
2009,Portugal,Batata de sequeiro,6139,66245,10791
2009,Portugal,Principais culturas para indústria,38903,1366290,35120
2009,Portugal,Tomate para indústria,16783,1346084,80206
2009,Portugal,Girassol,21346,11456,537
2009,Portugal,Tabaco,618,2109,3411
2009,Portugal,Beterraba,135,6612,48978
2009,Portugal,Lúpulo,21,29,1400
2009,Portugal,Culturas hortícolas,,,
2009,Portugal,Tomate fresco,,,
2009,Portugal,Alface,,,
2009,Portugal,Feijão-verde,,,
2009,Portugal,Cebola,,,
2009,Portugal,Cenoura,,,
2009,Portugal,Pimento,,,
2009,Portugal,Ervilha,,,
2009,Portugal,Fava,,,
2009,Portugal,Melão,,,
2009,Portugal,Melancia,,,
2009,Portugal,Morango,,,
2009,Portugal,Couve-flor,,,
2009,Portugal,Couve-brócolo,,,
2009,Portugal,Couve-repolho,,,
2009,Portugal,Couve-tronchuda,,,
2009,Portugal,Couve-lombardo,,,
2009,Portugal,Grelos (nabo e couve),,,
2009,Portugal,Alho,,,
2009,Portugal,Alho-porro,,,
2009,Portugal,Courgette,,,
2009,Portugal,Espinafre,,,
2009,Portugal,Nabo,,,
2009,Portugal,Abóbora (inclui butternut),,,
2009,Portugal,Outras hortícolas,,,
2009,Portugal,Principais culturas forrageiras,,,
2009,Portugal,Milho forrageiro,,,
2009,Portugal,Aveia forrageira,,,
2009,Portugal,Principais frutos frescos,40200,550359,13690
2009,Portugal,Pêra,11015,200040,18161
2009,Portugal,Maçã,12565,263146,20943
2009,Portugal,Pêssego,3651,40040,10967
2009,Portugal,Cereja,5611,11975,2134
2009,Portugal,Ameixa,1563,18382,11761
2009,Portugal,Damasco,387,3887,10055
2009,Portugal,Diospiro,188,3074,16323
2009,Portugal,Figo,4247,3003,707
2009,Portugal,Ginja,44,90,2043
2009,Portugal,Marmelo,595,5257,8840
2009,Portugal,Nespera,227,997,4388
2009,Portugal,Romã,108,469,4364
2009,Portugal,Frutos pequenos de baga,,,
2009,Portugal,Amoras,,,
2009,Portugal,Framboesas,,,
2009,Portugal,Groselha,,,
2009,Portugal,Mirtilos,,,
2009,Portugal,Principais frutos subtropicais,2612,48492,18567
2009,Portugal,Kiwi,1543,26927,17453
2009,Portugal,Banana,1007,19971,19832
2009,Portugal,Ananás,62,1594,25710
2009,Portugal,Abacate,,,
2009,Portugal,Citrinos,19437,231310,11901
2009,Portugal,Laranja,16224,183471,11309
2009,Portugal,Tangerina,2232,33344,14942
2009,Portugal,Limão,848,12994,15318
2009,Portugal,Tangera,113,1276,11297
2009,Portugal,Toranja,20,226,11269
2009,Portugal,Principais frutos de casca rija,64501,42550,582
2009,Portugal,Amêndoa,26839,9145,341
2009,Portugal,Castanha,34591,29302,847
2009,Portugal,Noz,2693,3765,1398
2009,Portugal,Avelã,378,338,895
2009,Portugal,Vinha,181197,784668,4330
2009,Portugal,Uva para vinho,178781,761428,4259
2009,Portugal,Uva para vinho (DOP),,,
2009,Portugal,Uva para vinho (IGP),,,
2009,Portugal,Uva para vinho (Vinhos sem certificação),,,
2009,Portugal,Uva de mesa,2416,23239,9620
2009,Portugal,Olival,344199,422978,1229
2009,Portugal,Azeitona de mesa,7633,8291,1086
2009,Portugal,Azeitona para azeite,336566,414687,1232
2009,Alentejo,Cereais para grão,175752,397722,2263
